"","unknown_id","id","used_name","full_name","gender","height_in_cm","weight_in_kg","birth_date","birth_date_Olympedia","age","age_Olympedia","death_date","birth_country","birth_country_Olympedia","birth_country_full","birth_country_full_Olympedia","birth_country_full (2024 imported too)","birth_region_2024","birth_region_Olympedia","birth_city_Olympedia","latitude","longitude","year","sport","team","gapminder_countryname","event","medal","place","tied","season","event_unmodified","GDP per capita, PPP (constant 2021 international $)","GDP total, PPP (constant 2021 international $)","GDP per capita growth (%)","Population","Gini","Roles","Born","Died","NOC","Affiliations","Nick/petnames","Title(s)","Other names","Nationality","Original name","Name order"
"6663","291079","141515","Rylan Wiens","Rylan Mackenzie Wiens","Male",NA,NA,"2 January 2002","2 January 2002","18","18",NA,"CAN","CAN","Canada","Canada",NA,NA,"Alberta","Calgary",NA,NA,"2020","Diving","CAN","Canada","Platform, Men",NA,"19","0","Summer Olympics","Platform, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","2 January 2002 in Calgary, Alberta (CAN)",NA,"Canada","Saskatoon Diving Club, Saskatoon (CAN)",NA,NA,NA,NA,NA,NA
"6664","291080","141516","Chris von Martels","Christopher ""Chris"" von Martels","Male",NA,NA,"13 October 1982","13 October 1982","38","38",NA,"CAN","CAN","Canada","Canada",NA,NA,"Ontario","Chatham",NA,NA,"2020","Equestrian Dressage","CAN","Canada","Individual, Open",NA,"39","0","Summer Olympics","Individual, Open","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","13 October 1982 in Chatham, Ontario (CAN)",NA,"Canada",NA,NA,NA,NA,NA,NA,NA
"6665","291081","141516","Chris von Martels","Christopher ""Chris"" von Martels","Male",NA,NA,"13 October 1982","13 October 1982","38","38",NA,"CAN","CAN","Canada","Canada",NA,NA,"Ontario","Chatham",NA,NA,"2020","Equestrian Dressage","CAN","Canada","Team, Open",NA,"11","0","Summer Olympics","Team, Open","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","13 October 1982 in Chatham, Ontario (CAN)",NA,"Canada",NA,NA,NA,NA,NA,NA,NA
"6666","291082","141517","Alex Cai","Alex Cai","Male",NA,NA,"30 August 2000","30 August 2000","20","20",NA,"CAN","CAN","Canada","Canada",NA,NA,"Québec","Montréal",NA,NA,"2020","Fencing","CAN","Canada","Foil, Team, Men",NA,"9","0","Summer Olympics","Foil, Team, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","30 August 2000 in Montréal, Québec (CAN)",NA,"Canada",NA,NA,NA,NA,NA,NA,NA
"6667","291083","141518","Blake Broszus","Blake Johannes Gerhard Broszus","Male",NA,NA,"22 November 2000","22 November 2000","20","20",NA,"USA","USA","United States","United States",NA,NA,"California","Santa Clara",NA,NA,"2020","Fencing","CAN","Canada","Foil, Team, Men",NA,"9","0","Summer Olympics","Foil, Team, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","22 November 2000 in Santa Clara, California (USA)",NA,"Canada",NA,NA,NA,NA,NA,NA,NA
"6668","291084","141519","Eli Schenkel","Eli Schenkel","Male",NA,NA,"11 September 1992","11 September 1992","28","28",NA,"USA","USA","United States","United States",NA,NA,"California","West Hills",NA,NA,"2020","Fencing","CAN","Canada","Foil, Individual, Men",NA,"30","0","Summer Olympics","Foil, Individual, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","11 September 1992 in West Hills, California (USA)",NA,"Canada",NA,NA,NA,NA,NA,NA,NA
"6669","291085","141520","Marc-Antoine Blais Bélanger","Marc-Antoine Blais Bélanger","Male",NA,NA,"20 February 1995","20 February 1995","25","25",NA,"CAN","CAN","Canada","Canada",NA,NA,"Québec","Montréal",NA,NA,"2020","Fencing","CAN","Canada","Épée, Individual, Men",NA,"34","0","Summer Olympics","Épée, Individual, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","20 February 1995 in Montréal, Québec (CAN)",NA,"Canada","Escrime Brébeuf, Montreal, CAN",NA,NA,NA,NA,NA,NA
"6670","291086","141521","Shaul Gordon","Shaul Gordon","Male",NA,NA,"11 July 1994","11 July 1994","26","26",NA,"ISR","ISR","Israel","Israel",NA,NA,"Tel Aviv","Tel Aviv",NA,NA,"2020","Fencing","CAN","Canada","Sabre, Individual, Men",NA,"25","0","Summer Olympics","Sabre, Individual, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","11 July 1994 in Tel Aviv, Tel Aviv (ISR)",NA,"Canada","Dynamo Fencing, Richmond (CAN)",NA,NA,NA,NA,NA,NA
"6671","291087","141522","Corey Conners","Corey Conners","Male",NA,NA,"6 January 1992","6 January 1992","28","28",NA,"CAN","CAN","Canada","Canada",NA,NA,"Ontario","Kitchener",NA,NA,"2020","Golf","CAN","Canada","Individual, Men",NA,"13","0","Summer Olympics","Individual, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","6 January 1992 in Kitchener, Ontario (CAN)",NA,"Canada",NA,NA,NA,NA,NA,NA,NA
"6672","291088","141523","Mackenzie Hughes","Mackenzie Hughes","Male",NA,NA,"23 November 1990","23 November 1990","30","30",NA,"CAN","CAN","Canada","Canada",NA,NA,"Ontario","Hamilton",NA,NA,"2020","Golf","CAN","Canada","Individual, Men",NA,"50","0","Summer Olympics","Individual, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","23 November 1990 in Hamilton, Ontario (CAN)",NA,"Canada",NA,NA,NA,NA,NA,NA,NA
"6673","291090","141524","Antoni Kindler","Antoni Pawel Kindler","Male",NA,NA,"16 May 1988","16 May 1988","32","32",NA,"USA","USA","United States","United States",NA,NA,"Illinois","Urbana",NA,NA,"2020","Hockey","CAN","Canada","Hockey, Men",NA,"12","0","Summer Olympics","Hockey, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games • Non-starter","16 May 1988 in Urbana, Illinois (USA)",NA,"Canada","West Vancouver FHC, West Vancouver (CAN)",NA,NA,NA,NA,NA,NA
"6674","291091","141525","Floris van Son","Floris Frederik van Son","Male",NA,NA,"5 February 1992","5 February 1992","28","28",NA,"NED","NED","Netherlands","Netherlands",NA,NA,"Gelderland","Apeldoorn",NA,NA,"2020","Hockey","CAN","Canada","Hockey, Men",NA,"12","0","Summer Olympics","Hockey, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","5 February 1992 in Apeldoorn, Gelderland (NED)",NA,"Canada","AMVJ, Amsterdam (NED)",NA,NA,NA,NA,NA,NA
"6675","291092","141526","James Kirkpatrick","James Alexander Paget Kirkpatrick","Male",NA,NA,"29 March 1991","29 March 1991","29","29",NA,"CAN","CAN","Canada","Canada",NA,NA,"British Columbia","Victoria",NA,NA,"2020","Hockey","CAN","Canada","Hockey, Men",NA,"12","0","Summer Olympics","Hockey, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","29 March 1991 in Victoria, British Columbia (CAN)",NA,"Canada","West Vancouver FHC, West Vancouver (CAN)",NA,NA,NA,NA,NA,NA
"6676","291093","141527","Jamie Wallace","James Brodie Burns ""Jamie"" Wallace","Male",NA,NA,"14 September 1999","14 September 1999","21","21",NA,"CAN","CAN","Canada","Canada",NA,NA,"British Columbia","Vancouver",NA,NA,"2020","Hockey","CAN","Canada","Hockey, Men",NA,"12","0","Summer Olympics","Hockey, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","14 September 1999 in Vancouver, British Columbia (CAN)",NA,"Canada","Almeerse HC, Almere (NED) / UBC Thunderbirds, Vancouver (CAN)",NA,NA,NA,NA,NA,NA
"6677","291094","141528","John Smythe","John Barrie Smythe","Male",NA,NA,"31 August 1989","31 August 1989","31","31",NA,"CAN","CAN","Canada","Canada",NA,NA,"British Columbia","Vancouver",NA,NA,"2020","Hockey","CAN","Canada","Hockey, Men",NA,"12","0","Summer Olympics","Hockey, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","31 August 1989 in Vancouver, British Columbia (CAN)",NA,"Canada","Vancouver Hawks FHC, Vancouver (CAN)",NA,NA,NA,NA,NA,NA
"6678","291095","141529","Fin Boothroyd","John Findlay Hammond ""Fin"" Boothroyd","Male",NA,NA,"9 March 1999","9 March 1999","21","21",NA,"CAN","CAN","Canada","Canada",NA,NA,"British Columbia","North Vancouver",NA,NA,"2020","Hockey","CAN","Canada","Hockey, Men",NA,"12","0","Summer Olympics","Hockey, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","9 March 1999 in North Vancouver, British Columbia (CAN)",NA,"Canada","UBC Thunderbirds, Vancouver (CAN)",NA,NA,NA,NA,NA,NA
"6679","291096","141530","Oliver Scholfield","Oliver William Scholfield","Male",NA,NA,"11 September 1993","11 September 1993","27","27",NA,"CAN",NA,"Canada",NA,NA,NA,NA,NA,NA,NA,"2020","Hockey","CAN","Canada","Hockey, Men",NA,"12","0","Summer Olympics","Hockey, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","11 September 1993 in Scarborough, Toronto, Ontario (CAN)",NA,"Canada","Vancouver Hawks FHC, Vancouver (CAN)",NA,NA,NA,NA,NA,NA
"6680","291097","141531","Arthur Margelidon","Arthur Margelidon","Male",NA,NA,"12 October 1993","12 October 1993","27","27",NA,"CAN","FRA","Canada","France",NA,NA,"Paris","Paris",NA,NA,"2020","Judo","CAN","Canada","Lightweight, Men",NA,"5","1","Summer Olympics","Lightweight, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","12 October 1993 in Paris, Paris (FRA)",NA,"Canada",NA,NA,NA,NA,NA,NA,NA
"6681","291098","141532","Shady El Nahas","Shady Tawfik Ab El Nahas","Male",NA,NA,"27 March 1998","27 March 1998","22","22",NA,"EGY","EGY","Egypt","Egypt",NA,NA,"Al-Iskanderiya","Al-Iskanderiya (Alexandria)",NA,NA,"2020","Judo","CAN","Canada","Half-Heavyweight, Men",NA,"5","1","Summer Olympics","Half-Heavyweight, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","27 March 1998 in Al-Iskanderiya (Alexandria), Al-Iskanderiya (EGY)",NA,"Canada",NA,NA,NA,NA,NA,NA,NA
"6682","291099","141533","Daniel Gaysinsky","Daniel Gaysinsky","Male",NA,NA,"3 September 1994","3 September 1994","26","26",NA,"CAN","CAN","Canada","Canada",NA,NA,"Ontario","Caledon East",NA,NA,"2020","Karate","CAN","Canada","Kumite, >75 kg, Men",NA,"7","1","Summer Olympics","Kumite, >75 kg, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","3 September 1994 in Caledon East, Ontario (CAN)",NA,"Canada",NA,NA,NA,NA,NA,NA,NA
"6683","291100","141534","Andrew Coe","Andrew Jordon Ditka Coe","Male",NA,NA,"8 April 1996","8 April 1996","24","24",NA,"CAN","CAN","Canada","Canada",NA,NA,"British Columbia","Victoria",NA,NA,"2020","Rugby Sevens","CAN","Canada","Rugby Sevens, Men",NA,"8","0","Summer Olympics","Rugby Sevens, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","8 April 1996 in Victoria, British Columbia (CAN)",NA,"Canada","Markham Irish Canadian RC, Unionville (CAN)",NA,NA,NA,NA,NA,NA
"6684","291101","141535","Connor Braid","Connor Jackson Braid","Male",NA,NA,"31 May 1990","31 May 1990","30","30",NA,"CAN","CAN","Canada","Canada",NA,NA,"British Columbia","Victoria",NA,NA,"2020","Rugby Sevens","CAN","Canada","Rugby Sevens, Men",NA,"8","0","Summer Olympics","Rugby Sevens, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","31 May 1990 in Victoria, British Columbia (CAN)",NA,"Canada","James Bay Athletic Association, Victoria (CAN)",NA,NA,NA,NA,NA,NA
"6685","291102","141536","Conor Trainor","Conor Adam Trainor","Male",NA,NA,"5 December 1989","5 December 1989","31","31",NA,"CAN","CAN","Canada","Canada",NA,NA,"British Columbia","Vancouver",NA,NA,"2020","Rugby Sevens","CAN","Canada","Rugby Sevens, Men",NA,"8","0","Summer Olympics","Rugby Sevens, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","5 December 1989 in Vancouver, British Columbia (CAN)",NA,"Canada","Vannes",NA,NA,NA,NA,NA,NA
"6686","291103","141537","Harry Jones","Harry Jones","Male",NA,NA,"26 August 1989","26 August 1989","31","31",NA,"CAN","CAN","Canada",NA,NA,NA,"British Columbia","Vancouver",NA,NA,"2020","Rugby Sevens","CAN","Canada","Rugby Sevens, Men",NA,"8","0","Summer Olympics","Rugby Sevens, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","26 August 1989 in Vancouver, British Columbia (CAN)",NA,"Canada","Capilano RFC, West Vancouver (CAN)",NA,NA,NA,NA,NA,NA
"6687","291104","141538","Jake Thiel","Jacob Ross ""Jake"" Thiel","Male",NA,NA,"2 June 1997","2 June 1997","23","23",NA,"CAN","CAN","Canada","Canada",NA,NA,"British Columbia","Victoria",NA,NA,"2020","Rugby Sevens","CAN","Canada","Rugby Sevens, Men",NA,"8","0","Summer Olympics","Rugby Sevens, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","2 June 1997 in Victoria, British Columbia (CAN)",NA,"Canada","Abbotsford RFC, Abbotsford (CAN)",NA,NA,NA,NA,NA,NA
"6688","291105","141539","Justin Douglas","Justin Douglas","Male",NA,NA,"5 April 1994","5 April 1994","26","26",NA,"CAN","CAN","Canada","Canada",NA,NA,"British Columbia","Matsqui",NA,NA,"2020","Rugby Sevens","CAN","Canada","Rugby Sevens, Men",NA,"8","0","Summer Olympics","Rugby Sevens, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","5 April 1994 in Matsqui, British Columbia (CAN)",NA,"Canada","Abbotsford RFC, Abbotsford (CAN)",NA,NA,NA,NA,NA,NA
"6689","291106","141540","Lucas Hammond","Lucas Hammond","Male",NA,NA,"14 November 1993","14 November 1993","27","27",NA,"RSA","RSA","South Africa","South Africa",NA,NA,"Western Cape","Cape Town",NA,NA,"2020","Rugby Sevens","CAN","Canada","Rugby Sevens, Men",NA,"8","0","Summer Olympics","Rugby Sevens, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","14 November 1993 in Cape Town, Western Cape (RSA)",NA,"Canada","Toronto Nomads RFC, Markham (CAN)",NA,NA,NA,NA,NA,NA
"6690","291107","141541","Matt Mullins","Matthew ""Matt"" Mullins","Male",NA,NA,"28 July 1994","28 July 1994","26","26",NA,"CAN","CAN","Canada","Canada",NA,NA,"Ontario","Belleville",NA,NA,"2020","Rugby Sevens","CAN","Canada","Rugby Sevens, Men",NA,"8","0","Summer Olympics","Rugby Sevens, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","28 July 1994 in Belleville, Ontario (CAN)",NA,"Canada","Queen's Golden Gaels, Kingston (CAN)",NA,NA,NA,NA,NA,NA
"6691","291108","141542","Mike Fuailefau","Michael ""Mike"" Fuailefau","Male",NA,NA,"20 March 1992","20 March 1992","28","28",NA,"CAN","CAN","Canada","Canada",NA,NA,"British Columbia","Victoria",NA,NA,"2020","Rugby Sevens","CAN","Canada","Rugby Sevens, Men",NA,"8","0","Summer Olympics","Rugby Sevens, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","20 March 1992 in Victoria, British Columbia (CAN)",NA,"Canada","Castaway Wanderers RFC, Oak Bay (CAN)",NA,NA,NA,NA,NA,NA
"6692","291109","141543","Nathan Hirayama","Nathan Hirayama","Male",NA,NA,"23 March 1988","23 March 1988","32","32",NA,"CAN","CAN","Canada","Canada",NA,NA,"British Columbia","Richmond",NA,NA,"2020","Rugby Sevens","CAN","Canada","Rugby Sevens, Men",NA,"8","0","Summer Olympics","Rugby Sevens, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games • Other","23 March 1988 in Richmond, British Columbia (CAN)",NA,"Canada","Richmond RFC, Richmond (CAN)",NA,NA,NA,NA,NA,NA
"6693","291110","141544","Pat Kay","Patrick ""Pat"" Kay","Male",NA,NA,"19 September 1993","19 September 1993","27","27",NA,"CAN","CAN","Canada","Canada",NA,NA,"British Columbia","Duncan",NA,NA,"2020","Rugby Sevens","CAN","Canada","Rugby Sevens, Men",NA,"8","0","Summer Olympics","Rugby Sevens, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","19 September 1993 in Duncan, British Columbia (CAN)",NA,"Canada","Cowichan RFC, Duncan (CAN)",NA,NA,NA,NA,NA,NA
"6694","291111","141545","Phil Berna","Philip Robert James ""Phil"" Berna","Male",NA,NA,"7 April 1996","7 April 1996","24","24",NA,"CAN","CAN","Canada","Canada",NA,NA,"British Columbia","Vancouver",NA,NA,"2020","Rugby Sevens","CAN","Canada","Rugby Sevens, Men",NA,"8","0","Summer Olympics","Rugby Sevens, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","7 April 1996 in Vancouver, British Columbia (CAN)",NA,"Canada","UBC Thunderbirds, Vancouver (CAN)",NA,NA,NA,NA,NA,NA
"6695","291112","141546","Theo Sauder","Theodore ""Theo"" Sauder","Male",NA,NA,"2 April 1996","2 April 1996","24","24",NA,"CAN","CAN","Canada","Canada",NA,NA,"British Columbia","Vancouver",NA,NA,"2020","Rugby Sevens","CAN","Canada","Rugby Sevens, Men",NA,"8","0","Summer Olympics","Rugby Sevens, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","2 April 1996 in Vancouver, British Columbia (CAN)",NA,"Canada",NA,NA,NA,NA,NA,NA,NA
"6696","291113","141547","Gavin Stone","Gavin Stone","Male",NA,NA,"21 May 1997","21 May 1997","23","23",NA,"CAN","CAN","Canada","Canada",NA,NA,"Ontario","Brampton",NA,NA,"2020","Rowing","CAN","Canada","Coxless Fours, Men",NA,"8","0","Summer Olympics","Coxless Fours, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","21 May 1997 in Brampton, Ontario (CAN)",NA,"Canada","Island Lake RC, Orangeville (CAN) / Queen's Golden Gaels, Kingston (CAN)",NA,NA,NA,NA,NA,NA
"6697","291114","141548","Jakub Buczek","Jakub Buczek","Male",NA,NA,"10 October 1993","10 October 1993","27","27",NA,"CAN","CAN","Canada","Canada",NA,NA,"Ontario","Kitchener",NA,NA,"2020","Rowing","CAN","Canada","Coxless Fours, Men",NA,"8","0","Summer Olympics","Coxless Fours, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","10 October 1993 in Kitchener, Ontario (CAN)",NA,"Canada","SCRC, St. Catharines (CAN)",NA,NA,NA,NA,NA,NA
"6698","291115","141550","Luke Gadsdon","Luke Gadsdon","Male",NA,NA,"5 May 1997","5 May 1997","23","23",NA,"CAN","CAN","Canada","Canada",NA,NA,"Ontario","Hamilton",NA,NA,"2020","Rowing","CAN","Canada","Coxless Fours, Men",NA,"8","0","Summer Olympics","Coxless Fours, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","5 May 1997 in Hamilton, Ontario (CAN)",NA,"Canada",NA,NA,NA,NA,NA,NA,NA
"6699","291116","141551","Patrick Keane","Patrick Keane","Male",NA,NA,"19 July 1997","19 July 1997","23","23",NA,"CAN","CAN","Canada","Canada",NA,NA,"British Columbia","Victoria",NA,NA,"2020","Rowing","CAN","Canada","Lightweight Double Sculls, Men",NA,"10","0","Summer Olympics","Lightweight Double Sculls, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","19 July 1997 in Victoria, British Columbia (CAN)",NA,"Canada","VCRC, Victoria (CAN) / Victoria Vikes, Victoria (CAN)",NA,NA,NA,NA,NA,NA
"6700","291117","141552","Trevor Jones","Trevor Jones","Male",NA,NA,"1 October 1997","1 October 1997","23","23",NA,"CAN","CAN","Canada","Canada",NA,NA,"Québec","Pointe-Claire",NA,NA,"2020","Rowing","CAN","Canada","Single Sculls, Men",NA,"9","0","Summer Olympics","Single Sculls, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","1 October 1997 in Pointe-Claire, Québec (CAN)",NA,"Canada","Peterborough Rowing Club, Peterborough (CAN)",NA,NA,NA,NA,NA,NA
"6701","291118","141553","Evan DePaul","Evan DePaul","Male",NA,NA,"17 January 1996","17 January 1996","24","24",NA,"CAN","CAN","Canada","Canada",NA,NA,"Ontario","Burlington",NA,NA,"2020","Sailing","CAN","Canada","Skiff, Men",NA,"19","0","Summer Olympics","Skiff, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","17 January 1996 in Burlington, Ontario (CAN)",NA,"Canada","Royal Hamilton Yacht Club, Hamilton (CAN)",NA,NA,NA,NA,NA,NA
"6702","291119","141554","Will Jones","William Richard ""Will"" Jones","Male",NA,NA,"5 March 1995","5 March 1995","25","25",NA,"CAN","CAN","Canada","Canada",NA,NA,"Ontario","Hamilton",NA,NA,"2020","Sailing","CAN","Canada","Skiff, Men",NA,"19","0","Summer Olympics","Skiff, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","5 March 1995 in Hamilton, Ontario (CAN)",NA,"Canada","Royal Hamilton Yacht Club, Hamilton (CAN)",NA,NA,NA,NA,NA,NA
"6703","291120","141555","Andy Anderson","Andy Anderson","Male",NA,NA,"13 April 1996","13 April 1996","24","24",NA,"CAN","CAN","Canada","Canada",NA,NA,"British Columbia","Vancouver",NA,NA,"2020","Skateboarding","CAN","Canada","Park, Men",NA,"16","0","Summer Olympics","Park, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","13 April 1996 in Vancouver, British Columbia (CAN)",NA,"Canada",NA,NA,NA,NA,NA,NA,NA
"6704","291121","141556","Matt Berger","Matt Berger","Male",NA,NA,"10 October 1993","10 October 1993","27","27",NA,"CAN","CAN","Canada","Canada",NA,NA,"British Columbia","Kamloops",NA,NA,"2020","Skateboarding","CAN","Canada","Street, Men",NA,"20","0","Summer Olympics","Street, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","10 October 1993 in Kamloops, British Columbia (CAN)",NA,"Canada",NA,NA,NA,NA,NA,NA,NA
"6705","291122","141557","Micky Papa","Micky Papa","Male",NA,NA,"31 August 1990","31 August 1990","30","30",NA,"CAN","CAN","Canada","Canada",NA,NA,"British Columbia","Burnaby",NA,NA,"2020","Skateboarding","CAN","Canada","Street, Men",NA,"10","0","Summer Olympics","Street, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","31 August 1990 in Burnaby, British Columbia (CAN)",NA,"Canada",NA,NA,NA,NA,NA,NA,NA
"6706","291123","141558","Cole Pratt","Cole Pratt","Male",NA,NA,"13 August 2002","13 August 2002","18","18",NA,"CAN","CAN","Canada","Canada",NA,NA,"Saskatchewan","Regina",NA,NA,"2020","Swimming","CAN","Canada","100 metres Backstroke, Men",NA,"26","0","Summer Olympics","100 metres Backstroke, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","13 August 2002 in Regina, Saskatchewan (CAN)",NA,"Canada","Cascade Swim Club, Calgary (CAN)",NA,NA,NA,NA,NA,NA
"6707","291124","141559","Gabe Mastromatteo","Gabriel ""Gabe"" Mastromatteo","Male",NA,NA,"27 April 2002","27 April 2002","18","18",NA,"CAN","CAN","Canada","Canada",NA,NA,"Ontario","Thunder Bay",NA,NA,"2020","Swimming","CAN","Canada","4 × 100 metres Medley Relay, Mixed",NA,"13","0","Summer Olympics","4 × 100 metres Medley Relay, Mixed","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","27 April 2002 in Thunder Bay, Ontario (CAN)",NA,"Canada","Kenora Swimming Sharks, Kenora (CAN)",NA,NA,NA,NA,NA,NA
"6708","291125","141559","Gabe Mastromatteo","Gabriel ""Gabe"" Mastromatteo","Male",NA,NA,"27 April 2002","27 April 2002","18","18",NA,"CAN","CAN","Canada","Canada",NA,NA,"Ontario","Thunder Bay",NA,NA,"2020","Swimming","CAN","Canada","100 metres Breaststroke, Men",NA,"38","0","Summer Olympics","100 metres Breaststroke, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","27 April 2002 in Thunder Bay, Ontario (CAN)",NA,"Canada","Kenora Swimming Sharks, Kenora (CAN)",NA,NA,NA,NA,NA,NA
"6709","291126","141559","Gabe Mastromatteo","Gabriel ""Gabe"" Mastromatteo","Male",NA,NA,"27 April 2002","27 April 2002","18","18",NA,"CAN","CAN","Canada","Canada",NA,NA,"Ontario","Thunder Bay",NA,NA,"2020","Swimming","CAN","Canada","4 × 100 metres Medley Relay, Men",NA,"7","0","Summer Olympics","4 × 100 metres Medley Relay, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","27 April 2002 in Thunder Bay, Ontario (CAN)",NA,"Canada","Kenora Swimming Sharks, Kenora (CAN)",NA,NA,NA,NA,NA,NA
"6710","291127","141560","Ruslan Gaziev","Ruslan Gaziev","Male",NA,NA,"16 August 1999","16 August 1999","21","21",NA,"RUS","RUS","Russia","Russia",NA,NA,"Moskva","Moskva (Moscow)",NA,NA,"2020","Swimming","CAN","Canada","4 × 100 metres Freestyle Relay, Men",NA,"4","0","Summer Olympics","4 × 100 metres Freestyle Relay, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","16 August 1999 in Moskva (Moscow), Moskva (RUS)",NA,"Canada",NA,NA,NA,"Руслан Джабраилович Газиев",NA,NA,NA
"6711","291128","141561","Félix Auger-Aliassime","Félix Auger-Aliassime","Male",NA,NA,"8 August 2000","8 August 2000","20","20",NA,"CAN","CAN","Canada","Canada",NA,NA,"Québec","Montréal",NA,NA,"2020","Tennis","CAN","Canada","Singles, Men",NA,"33","1","Summer Olympics","Singles, Men","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","8 August 2000 in Montréal, Québec (CAN)",NA,"Canada",NA,NA,NA,NA,NA,NA,NA
"6712","291129","141561","Félix Auger-Aliassime","Félix Auger-Aliassime","Male",NA,NA,"8 August 2000","8 August 2000","20","20",NA,"CAN","CAN","Canada","Canada",NA,NA,"Québec","Montréal",NA,NA,"2020","Tennis","CAN","Canada","Doubles, Mixed",NA,"9","1","Summer Olympics","Doubles, Mixed","53274.91093022863","2033604679087.41","0.939375935704099","38171902","31.1","Competed in Olympic Games","8 August 2000 in Montréal, Québec (CAN)",NA,"Canada",NA,NA,NA,NA,NA,NA,NA
